stage,component,recipient,eur,status
3 imports,Imported inputs (K65),FR,0.00029529708413385714,illustrative
3 imports,Imported inputs (K65),HR,2.227848875583688e-05,illustrative
3 imports,Imported inputs (K65),HU,5.783838426996114e-06,illustrative
3 imports,Imported inputs (K65),ID,9.639730711660191e-07,illustrative
3 imports,Imported inputs (K65),IE,0.0013833013571232372,illustrative
3 imports,Imported inputs (K65),IN,0.0005218307558578716,illustrative
3 imports,Imported inputs (K65),IT,0.00028619289401728913,illustrative
3 imports,Imported inputs (K65),JP,9.982476692519217e-05,illustrative
3 imports,Imported inputs (K65),KR,2.3456678065039793e-05,illustrative
3 imports,Imported inputs (K65),LT,2.6455705397556298e-05,illustrative
3 imports,Imported inputs (K65),LU,0.00029808189522833673,illustrative
3 imports,Imported inputs (K65),LV,8.482963026260968e-05,illustrative
3 imports,Imported inputs (K65),ME,4.284324760737862e-07,illustrative
3 imports,Imported inputs (K65),MK,1.3924055472398053e-06,illustrative
3 imports,Imported inputs (K65),MT,3.5667003633142706e-05,illustrative
3 imports,Imported inputs (K65),MX,3.095424639633105e-05,illustrative
3 imports,Imported inputs (K65),NL,0.0003048297067264989,illustrative
3 imports,Imported inputs (K65),NO,0.00010250246990065334,illustrative
3 imports,Imported inputs (K65),PL,8.761444135708928e-05,illustrative
3 imports,Imported inputs (K65),PT,6.2122709030698995e-06,illustrative
3 imports,Imported inputs (K65),RO,3.0847138277312606e-05,illustrative
3 imports,Imported inputs (K65),RS,1.917235330430193e-05,illustrative
3 imports,Imported inputs (K65),RU,0.0003569913606884823,illustrative
3 imports,Imported inputs (K65),SA,3.5345679276087357e-06,illustrative
3 imports,Imported inputs (K65),SE,6.897762864787958e-05,illustrative
3 imports,Imported inputs (K65),SI,3.673808482332716e-05,illustrative
3 imports,Imported inputs (K65),SK,1.0068163187733975e-05,illustrative
3 imports,Imported inputs (K65),TR,0.0005639242466321211,illustrative
3 imports,Imported inputs (K65),UK,0.0014745574745269536,illustrative
3 imports,Imported inputs (K65),US,0.0012221036380004751,illustrative
3 imports,Imported inputs (K65),ROW_FIGARO,0.002680487786555643,illustrative
3 imports,Imported inputs (K65),ZA,2.8704975896943675e-05,illustrative
3 imports,Imported inputs (K66),AL,1.2086476390439025e-09,illustrative
3 imports,Imported inputs (K66),AR,3.952277779673561e-07,illustrative
3 imports,Imported inputs (K66),AT,1.26557494284287e-05,illustrative
3 imports,Imported inputs (K66),AU,3.7552682145094047e-06,illustrative
3 imports,Imported inputs (K66),BE,5.8949371299088264e-05,illustrative
3 imports,Imported inputs (K66),BG,2.417295278087805e-09,illustrative
3 imports,Imported inputs (K66),BR,7.056084916738303e-06,illustrative
3 imports,Imported inputs (K66),CA,5.47879974778601e-06,illustrative
3 imports,Imported inputs (K66),CH,0.0001657744842283445,illustrative
3 imports,Imported inputs (K66),CN,9.898824163769561e-07,illustrative
3 imports,Imported inputs (K66),CZ,4.000623685235317e-06,illustrative
3 imports,Imported inputs (K66),DE,0.00011755790396396613,illustrative
3 imports,Imported inputs (K66),DK,3.715382842420956e-06,illustrative
3 imports,Imported inputs (K66),EE,2.1006295966583026e-06,illustrative
3 imports,Imported inputs (K66),EL,2.743630140629659e-07,illustrative
3 imports,Imported inputs (K66),ES,3.557050001706205e-06,illustrative
3 imports,Imported inputs (K66),FR,7.274850139405248e-06,illustrative
3 imports,Imported inputs (K66),HR,3.4446457712751216e-07,illustrative
3 imports,Imported inputs (K66),HU,1.2086476390439026e-08,illustrative
3 imports,Imported inputs (K66),ID,7.022242782845074e-07,illustrative
3 imports,Imported inputs (K66),IE,2.713172220125752e-05,illustrative
3 imports,Imported inputs (K66),IT,1.8429459200141425e-05,illustrative
3 imports,Imported inputs (K66),JP,9.544690405529698e-06,illustrative
3 imports,Imported inputs (K66),KR,5.276955592065678e-06,illustrative
3 imports,Imported inputs (K66),LT,4.3511315005580483e-07,illustrative
3 imports,Imported inputs (K66),LU,6.478351345275316e-07,illustrative
3 imports,Imported inputs (K66),LV,7.378793836363024e-06,illustrative
3 imports,Imported inputs (K66),ME,1.2086476390439025e-09,illustrative
3 imports,Imported inputs (K66),MT,2.116825475021491e-05,illustrative
3 imports,Imported inputs (K66),NL,3.547380820593854e-05,illustrative
3 imports,Imported inputs (K66),NO,7.502075895545502e-06,illustrative
3 imports,Imported inputs (K66),PL,1.0249331979092295e-06,illustrative
3 imports,Imported inputs (K66),PT,1.1143731231984781e-06,illustrative
3 imports,Imported inputs (K66),RS,1.5591554543666343e-07,illustrative
3 imports,Imported inputs (K66),RU,4.601321561840137e-06,illustrative
3 imports,Imported inputs (K66),SA,3.240384320276703e-06,illustrative
3 imports,Imported inputs (K66),SE,6.94972392450244e-07,illustrative
3 imports,Imported inputs (K66),SI,1.3295124029482928e-08,illustrative
3 imports,Imported inputs (K66),SK,5.414741422916683e-07,illustrative
3 imports,Imported inputs (K66),TR,1.8238492873172487e-06,illustrative
3 imports,Imported inputs (K66),UK,0.00021477185086754528,illustrative
3 imports,Imported inputs (K66),US,8.436360520526439e-07,illustrative
3 imports,Imported inputs (K66),ROW_FIGARO,0.00046465008105875974,illustrative
3 imports,Imported inputs (K66),ZA,6.440883268464956e-06,illustrative
3 imports,Imported inputs (M69-70),AL,2.1199658164561874e-05,illustrative
3 imports,Imported inputs (M69-70),AR,3.160006933357269e-06,illustrative
3 imports,Imported inputs (M69-70),AT,0.0001542267461552135,illustrative
3 imports,Imported inputs (M69-70),AU,9.572059836965707e-06,illustrative
3 imports,Imported inputs (M69-70),BE,0.0005017354697876192,illustrative
3 imports,Imported inputs (M69-70),BG,7.418346373648424e-05,illustrative
3 imports,Imported inputs (M69-70),BR,0.00019723965606362995,illustrative
3 imports,Imported inputs (M69-70),CA,7.360054983615619e-05,illustrative
3 imports,Imported inputs (M69-70),CH,0.00020208704534004204,illustrative
3 imports,Imported inputs (M69-70),CN,0.0001966874218422665,illustrative
3 imports,Imported inputs (M69-70),CZ,0.00020730259076402974,illustrative
3 imports,Imported inputs (M69-70),DE,0.0003575102989748763,illustrative
3 imports,Imported inputs (M69-70),DK,3.614066182033847e-05,illustrative
3 imports,Imported inputs (M69-70),EE,8.940058450294252e-05,illustrative
3 imports,Imported inputs (M69-70),EL,0.00020214840469797135,illustrative
3 imports,Imported inputs (M69-70),ES,0.00012578668375499811,illustrative
3 imports,Imported inputs (M69-70),FI,2.813326561056908e-05,illustrative
3 imports,Imported inputs (M69-70),FR,0.00017202095995470107,illustrative
3 imports,Imported inputs (M69-70),HR,5.123506387093825e-06,illustrative
3 imports,Imported inputs (M69-70),HU,9.762273846546436e-05,illustrative
3 imports,Imported inputs (M69-70),ID,5.0437392217857766e-05,illustrative
3 imports,Imported inputs (M69-70),IE,0.0011361605510972791,illustrative
3 imports,Imported inputs (M69-70),IN,0.0003092511639635075,illustrative
3 imports,Imported inputs (M69-70),IT,7.393802630476717e-05,illustrative
3 imports,Imported inputs (M69-70),JP,0.00022976011576614165,illustrative
3 imports,Imported inputs (M69-70),KR,0.00011912919341967258,illustrative
3 imports,Imported inputs (M69-70),LT,8.231357866211216e-05,illustrative
3 imports,Imported inputs (M69-70),LU,0.0006885440350032736,illustrative
3 imports,Imported inputs (M69-70),LV,0.00014720109967231238,illustrative
3 imports,Imported inputs (M69-70),ME,1.8407807378780208e-05,illustrative
3 imports,Imported inputs (M69-70),MK,2.9759288595694674e-06,illustrative
3 imports,Imported inputs (M69-70),MT,3.476007626692996e-05,illustrative
3 imports,Imported inputs (M69-70),MX,2.034062715355213e-05,illustrative
3 imports,Imported inputs (M69-70),NL,0.00066958399340313,illustrative
3 imports,Imported inputs (M69-70),NO,7.179044877724281e-05,illustrative
3 imports,Imported inputs (M69-70),PL,0.0004524945850493821,illustrative
3 imports,Imported inputs (M69-70),PT,2.294839986554599e-05,illustrative
3 imports,Imported inputs (M69-70),RO,0.00026117610702592654,illustrative
3 imports,Imported inputs (M69-70),RS,5.8199350995910094e-05,illustrative
3 imports,Imported inputs (M69-70),RU,0.0019299358849492463,illustrative
3 imports,Imported inputs (M69-70),SA,5.430303176740161e-06,illustrative
3 imports,Imported inputs (M69-70),SE,0.0001144965618960129,illustrative
3 imports,Imported inputs (M69-70),SI,4.1663004033972535e-05,illustrative
3 imports,Imported inputs (M69-70),SK,7.593220543746836e-05,illustrative
3 imports,Imported inputs (M69-70),TR,0.0003488279498278849,illustrative
3 imports,Imported inputs (M69-70),UK,0.001336161378267726,illustrative
3 imports,Imported inputs (M69-70),US,0.0032488246039598834,illustrative
3 imports,Imported inputs (M69-70),ROW_FIGARO,0.005841533593582111,illustrative
3 imports,Imported inputs (M69-70),ZA,1.3437699386509552e-05,illustrative
3 imports,Imported inputs (M71),AL,7.0515624957164835e-06,illustrative
3 imports,Imported inputs (M71),AR,1.2592075885208007e-07,illustrative
3 imports,Imported inputs (M71),AT,0.00012667628340519253,illustrative
3 imports,Imported inputs (M71),AU,2.266573659337441e-06,illustrative
3 imports,Imported inputs (M71),BE,0.00010268837884387129,illustrative
3 imports,Imported inputs (M71),BG,0.00017465209252783505,illustrative
3 imports,Imported inputs (M71),BR,9.878483531945681e-05,illustrative
3 imports,Imported inputs (M71),CA,7.693758365862092e-05,illustrative
3 imports,Imported inputs (M71),CH,0.00014134605181145987,illustrative
3 imports,Imported inputs (M71),CN,4.218345421544682e-06,illustrative
3 imports,Imported inputs (M71),CZ,0.00011188059424007314,illustrative
3 imports,Imported inputs (M71),DE,0.00044462619950669463,illustrative
3 imports,Imported inputs (M71),DK,6.755648712414095e-05,illustrative
3 imports,Imported inputs (M71),EE,2.9024734915404454e-05,illustrative
3 imports,Imported inputs (M71),EL,5.7797628313104753e-05,illustrative
3 imports,Imported inputs (M71),ES,0.00016331922423114782,illustrative
3 imports,Imported inputs (M71),FI,2.568783480582433e-05,illustrative
3 imports,Imported inputs (M71),FR,0.00022741289048685659,illustrative
3 imports,Imported inputs (M71),HR,1.6684500547900608e-05,illustrative
3 imports,Imported inputs (M71),HU,5.8616113245643266e-05,illustrative
3 imports,Imported inputs (M71),ID,8.121888945959165e-06,illustrative
3 imports,Imported inputs (M71),IE,7.404140620502307e-05,illustrative
3 imports,Imported inputs (M71),IN,3.425044640776578e-05,illustrative
3 imports,Imported inputs (M71),IT,6.818609091840135e-05,illustrative
3 imports,Imported inputs (M71),JP,0.0001240949078487249,illustrative
3 imports,Imported inputs (M71),KR,4.558331470445298e-05,illustrative
3 imports,Imported inputs (M71),LT,3.601333703169489e-05,illustrative
3 imports,Imported inputs (M71),LU,2.379902342304313e-05,illustrative
3 imports,Imported inputs (M71),LV,4.0105761694387505e-05,illustrative
3 imports,Imported inputs (M71),ME,8.058928566533125e-06,illustrative
3 imports,Imported inputs (M71),MK,4.029464283266562e-06,illustrative
3 imports,Imported inputs (M71),MT,2.5435993288120174e-05,illustrative
3 imports,Imported inputs (M71),MX,6.673800219160243e-06,illustrative
3 imports,Imported inputs (M71),NL,0.0001230245813984822,illustrative
3 imports,Imported inputs (M71),NO,0.00010130325049649841,illustrative
3 imports,Imported inputs (M71),PL,0.0003536484512360669,illustrative
3 imports,Imported inputs (M71),PT,1.3032798541190285e-05,illustrative
3 imports,Imported inputs (M71),RO,0.0005569475164027501,illustrative
3 imports,Imported inputs (M71),RS,2.549895366754621e-05,illustrative
3 imports,Imported inputs (M71),RU,0.002505697180397541,illustrative
3 imports,Imported inputs (M71),SA,2.5184151770416015e-07,illustrative
3 imports,Imported inputs (M71),SE,8.191145363327809e-05,illustrative
3 imports,Imported inputs (M71),SI,3.2424595404410616e-05,illustrative
3 imports,Imported inputs (M71),SK,1.8195549654125567e-05,illustrative
3 imports,Imported inputs (M71),TR,0.00016974118293260393,illustrative
3 imports,Imported inputs (M71),UK,0.000503305273131764,illustrative
3 imports,Imported inputs (M71),US,0.0003290939032599113,illustrative
3 imports,Imported inputs (M71),ROW_FIGARO,0.0013670587184776073,illustrative
3 imports,Imported inputs (M71),ZA,2.2665736593374413e-06,illustrative
3 imports,Imported inputs (M73),AL,1.9848411266045674e-05,illustrative
3 imports,Imported inputs (M73),AR,1.9848411266045674e-05,illustrative
3 imports,Imported inputs (M73),AT,0.009291891959833095,illustrative
3 imports,Imported inputs (M73),AU,0.00019848411266045672,illustrative
3 imports,Imported inputs (M73),BE,0.015660396488910034,illustrative
3 imports,Imported inputs (M73),BG,0.01767926346339925,illustrative
3 imports,Imported inputs (M73),BR,0.0009924205633022837,illustrative
3 imports,Imported inputs (M73),CA,0.004664376647520733,illustrative
3 imports,Imported inputs (M73),CH,2.8354873237208102e-05,illustrative
3 imports,Imported inputs (M73),CN,0.002160641340675257,illustrative
3 imports,Imported inputs (M73),CZ,0.01193173065821717,illustrative
3 imports,Imported inputs (M73),DE,0.05032989999604438,illustrative
3 imports,Imported inputs (M73),DK,0.0034252686870547386,illustrative
3 imports,Imported inputs (M73),EE,0.016530891097292322,illustrative
3 imports,Imported inputs (M73),EL,0.018683025975996418,illustrative
3 imports,Imported inputs (M73),ES,0.008384536016242436,illustrative
3 imports,Imported inputs (M73),FI,0.0004962102816511417,illustrative
3 imports,Imported inputs (M73),FR,0.012813567215894342,illustrative
3 imports,Imported inputs (M73),HR,0.0017353182421171358,illustrative
3 imports,Imported inputs (M73),HU,0.0035131687940900837,illustrative
3 imports,Imported inputs (M73),ID,0.0018884345575980596,illustrative
3 imports,Imported inputs (M73),IE,0.0016927859322613237,illustrative
3 imports,Imported inputs (M73),IN,0.0064082013516090315,illustrative
3 imports,Imported inputs (M73),IT,0.010298489959753984,illustrative
3 imports,Imported inputs (M73),JP,0.006422378788227635,illustrative
3 imports,Imported inputs (M73),KR,0.0018033699378864352,illustrative
3 imports,Imported inputs (M73),LT,0.022763292234830666,illustrative
3 imports,Imported inputs (M73),LU,0.00015311631548092376,illustrative
3 imports,Imported inputs (M73),LV,0.05826926450246265,illustrative
3 imports,Imported inputs (M73),ME,0.0003601068901125429,illustrative
3 imports,Imported inputs (M73),MK,0.00011341949294883241,illustrative
3 imports,Imported inputs (M73),MT,0.02023120205474798,illustrative
3 imports,Imported inputs (M73),MX,0.000283548732372081,illustrative
3 imports,Imported inputs (M73),NL,0.01612825189732397,illustrative
3 imports,Imported inputs (M73),NO,0.003791046551814723,illustrative
3 imports,Imported inputs (M73),PL,0.040788485151723855,illustrative
3 imports,Imported inputs (M73),PT,0.001253285397084598,illustrative
3 imports,Imported inputs (M73),RS,0.0027532581913329067,illustrative
3 imports,Imported inputs (M73),RU,0.19726485311125674,illustrative
3 imports,Imported inputs (M73),SA,9.357108168278674e-05,illustrative
3 imports,Imported inputs (M73),SE,0.005784394140390453,illustrative
3 imports,Imported inputs (M73),SI,0.005642619774204413,illustrative
3 imports,Imported inputs (M73),SK,0.0025632805406436126,illustrative
3 imports,Imported inputs (M73),TR,0.011920388708922288,illustrative
3 imports,Imported inputs (M73),UK,0.019122526511173143,illustrative
3 imports,Imported inputs (M73),US,0.03432640954096413,illustrative
3 imports,Imported inputs (M73),ROW_FIGARO,0.19476678877905876,illustrative
3 imports,Imported inputs (M73),ZA,0.0001871421633655735,illustrative
3 imports,Imported inputs (M74-75),AL,2.2755601602100874e-05,illustrative
3 imports,Imported inputs (M74-75),AR,4.2935097362454487e-07,illustrative
3 imports,Imported inputs (M74-75),AT,0.00010519098853801348,illustrative
3 imports,Imported inputs (M74-75),AU,6.869615577992717e-05,illustrative
3 imports,Imported inputs (M74-75),BE,0.00018934377936842426,illustrative
3 imports,Imported inputs (M74-75),BG,7.513642038429535e-05,illustrative
3 imports,Imported inputs (M74-75),BR,0.00016916428360807067,illustrative
3 imports,Imported inputs (M74-75),CA,5.9250434360187185e-05,illustrative
3 imports,Imported inputs (M74-75),CH,5.581562657119083e-06,illustrative
3 imports,Imported inputs (M74-75),CN,0.00016530012484544977,illustrative
3 imports,Imported inputs (M74-75),CZ,0.00012494113332474254,illustrative
3 imports,Imported inputs (M74-75),DE,0.00044652501256952666,illustrative
3 imports,Imported inputs (M74-75),DK,5.7533030465689006e-05,illustrative
3 imports,Imported inputs (M74-75),EE,0.00019535469299916788,illustrative
3 imports,Imported inputs (M74-75),EL,0.0009359851225015078,illustrative
3 imports,Imported inputs (M74-75),ES,0.000512215711534082,illustrative
3 imports,Imported inputs (M74-75),FI,8.587019472490897e-06,illustrative
3 imports,Imported inputs (M74-75),FR,3.8641587626209034e-06,illustrative
3 imports,Imported inputs (M74-75),HR,1.760338991860634e-05,illustrative
3 imports,Imported inputs (M74-75),HU,0.00035936676492374404,illustrative
3 imports,Imported inputs (M74-75),ID,2.661976036472178e-05,illustrative
3 imports,Imported inputs (M74-75),IE,0.0019080357267874772,illustrative
3 imports,Imported inputs (M74-75),IN,0.0004439489067277794,illustrative
3 imports,Imported inputs (M74-75),IT,0.0004834491963012375,illustrative
3 imports,Imported inputs (M74-75),JP,0.000732902111977098,illustrative
3 imports,Imported inputs (M74-75),KR,7.427771843704626e-05,illustrative
3 imports,Imported inputs (M74-75),LT,0.0003937148428137076,illustrative
3 imports,Imported inputs (M74-75),LU,5.7533030465689006e-05,illustrative
3 imports,Imported inputs (M74-75),LV,0.000938561228343255,illustrative
3 imports,Imported inputs (M74-75),ME,4.2935097362454487e-07,illustrative
3 imports,Imported inputs (M74-75),MK,9.875072393364531e-06,illustrative
3 imports,Imported inputs (M74-75),MT,0.000196213394946417,illustrative
3 imports,Imported inputs (M74-75),MX,1.9320793813104515e-05,illustrative
3 imports,Imported inputs (M74-75),NL,0.0006212708588347164,illustrative
3 imports,Imported inputs (M74-75),NO,0.00024558875691323964,illustrative
3 imports,Imported inputs (M74-75),PL,0.0023936316779568376,illustrative
3 imports,Imported inputs (M74-75),PT,0.00023700173744074871,illustrative
3 imports,Imported inputs (M74-75),RO,1.0733774340613621e-05,illustrative
3 imports,Imported inputs (M74-75),RS,0.00010690839243251166,illustrative
3 imports,Imported inputs (M74-75),RU,0.0006727929756696617,illustrative
3 imports,Imported inputs (M74-75),SA,5.152211683494538e-06,illustrative
3 imports,Imported inputs (M74-75),SE,0.0001515608936894643,illustrative
3 imports,Imported inputs (M74-75),SI,0.0007024181928497554,illustrative
3 imports,Imported inputs (M74-75),SK,0.00015928921121470614,illustrative
3 imports,Imported inputs (M74-75),TR,0.0007633860311044408,illustrative
3 imports,Imported inputs (M74-75),UK,0.0014679509788223188,illustrative
3 imports,Imported inputs (M74-75),US,0.0003597961158973686,illustrative
3 imports,Imported inputs (M74-75),ROW_FIGARO,0.016070177591793088,illustrative
3 imports,Imported inputs (M74-75),ZA,4.2935097362454487e-07,illustrative
3 imports,Imported inputs (N77),AL,2.3864244658688896e-06,illustrative
3 imports,Imported inputs (N77),AR,1.1932122329344448e-06,illustrative
3 imports,Imported inputs (N77),AT,0.0009247394805241947,illustrative
3 imports,Imported inputs (N77),AU,9.307055416888668e-05,illustrative
3 imports,Imported inputs (N77),BE,0.0016967477952327804,illustrative
3 imports,Imported inputs (N77),BG,0.00022074426309287226,illustrative
3 imports,Imported inputs (N77),BR,0.002109599227828098,illustrative
3 imports,Imported inputs (N77),CA,0.0011955986574003136,illustrative
3 imports,Imported inputs (N77),CH,2.625066912455779e-05,illustrative
3 imports,Imported inputs (N77),CN,0.00019568680620124894,illustrative
3 imports,Imported inputs (N77),CZ,0.0010452539160505736,illustrative
3 imports,Imported inputs (N77),DE,0.013829329779710214,illustrative
3 imports,Imported inputs (N77),DK,0.00010619588873116557,illustrative
3 imports,Imported inputs (N77),EE,0.0003901804001695634,illustrative
3 imports,Imported inputs (N77),EL,0.001841126475417848,illustrative
3 imports,Imported inputs (N77),ES,0.0008471806853834556,illustrative
3 imports,Imported inputs (N77),FI,0.0009044548725643091,illustrative
3 imports,Imported inputs (N77),FR,0.006253625312809424,illustrative
3 imports,Imported inputs (N77),HR,8.471806853834557e-05,illustrative
3 imports,Imported inputs (N77),HU,0.0013542958843805947,illustrative
3 imports,Imported inputs (N77),ID,0.0007899064982026024,illustrative
3 imports,Imported inputs (N77),IE,0.026768523233651333,illustrative
3 imports,Imported inputs (N77),IN,0.00032574693959110346,illustrative
3 imports,Imported inputs (N77),IT,0.001722998464357338,illustrative
3 imports,Imported inputs (N77),JP,0.0014246954061237268,illustrative
3 imports,Imported inputs (N77),KR,0.00023506280988808557,illustrative
3 imports,Imported inputs (N77),LT,0.0007600761923792413,illustrative
3 imports,Imported inputs (N77),LU,0.0008376349875199801,illustrative
3 imports,Imported inputs (N77),LV,0.000453420648515089,illustrative
3 imports,Imported inputs (N77),ME,2.2671032425754448e-05,illustrative
3 imports,Imported inputs (N77),MK,1.1932122329344448e-06,illustrative
3 imports,Imported inputs (N77),MT,0.0026334193980863192,illustrative
3 imports,Imported inputs (N77),MX,0.00016227686367908448,illustrative
3 imports,Imported inputs (N77),NL,0.011921383419248038,illustrative
3 imports,Imported inputs (N77),NO,0.000541718353752238,illustrative
3 imports,Imported inputs (N77),PL,0.000906841297030178,illustrative
3 imports,Imported inputs (N77),PT,8.113843183954224e-05,illustrative
3 imports,Imported inputs (N77),RO,0.001035708218187098,illustrative
3 imports,Imported inputs (N77),RS,0.0005476844149169101,illustrative
3 imports,Imported inputs (N77),RU,0.0072451846783779476,illustrative
3 imports,Imported inputs (N77),SA,0.0005882536308366812,illustrative
3 imports,Imported inputs (N77),SE,0.0012874759993362656,illustrative
3 imports,Imported inputs (N77),SI,0.00011932122329344448,illustrative
3 imports,Imported inputs (N77),SK,0.0001407990434862645,illustrative
3 imports,Imported inputs (N77),TR,0.001759988043578306,illustrative
3 imports,Imported inputs (N77),UK,0.006461244241340018,illustrative
3 imports,Imported inputs (N77),US,0.007598375499326544,illustrative
3 imports,Imported inputs (N77),ROW_FIGARO,0.043669181300934806,illustrative
3 imports,Imported inputs (N77),ZA,1.6704971261082227e-05,illustrative
3 imports,Imported inputs (N78),AT,4.0853272977085426e-07,illustrative
3 imports,Imported inputs (N78),AU,3.1357647366195306e-06,illustrative
3 imports,Imported inputs (N78),BE,1.0765389500718458e-06,illustrative
3 imports,Imported inputs (N78),BG,1.656213769341301e-08,illustrative
3 imports,Imported inputs (N78),BR,2.145900973809879e-05,illustrative
3 imports,Imported inputs (N78),CA,4.2509486746426726e-07,illustrative
3 imports,Imported inputs (N78),CH,5.520712564471004e-09,illustrative
3 imports,Imported inputs (N78),CN,1.8770422719201414e-07,illustrative
3 imports,Imported inputs (N78),CZ,1.7114208949860112e-07,illustrative
3 imports,Imported inputs (N78),DE,1.5082586726134781e-05,illustrative
3 imports,Imported inputs (N78),DK,9.385211359600707e-08,illustrative
3 imports,Imported inputs (N78),EE,1.0599768123784327e-06,illustrative
3 imports,Imported inputs (N78),EL,1.656213769341301e-08,illustrative
3 imports,Imported inputs (N78),ES,4.968641308023903e-07,illustrative
3 imports,Imported inputs (N78),FI,7.176926333812305e-08,illustrative
3 imports,Imported inputs (N78),HR,2.2082850257884017e-08,illustrative
3 imports,Imported inputs (N78),HU,1.2145567641836208e-07,illustrative
3 imports,Imported inputs (N78),ID,7.508169087680566e-07,illustrative
3 imports,Imported inputs (N78),IE,3.3124275386826022e-06,illustrative
3 imports,Imported inputs (N78),IN,4.433132189270216e-06,illustrative
3 imports,Imported inputs (N78),IT,2.2966164268199375e-06,illustrative
3 imports,Imported inputs (N78),JP,1.9819358106450903e-06,illustrative
3 imports,Imported inputs (N78),KR,2.4787999414474807e-06,illustrative
3 imports,Imported inputs (N78),LT,8.888347228798317e-07,illustrative
3 imports,Imported inputs (N78),LU,8.281068846706507e-07,illustrative
3 imports,Imported inputs (N78),LV,6.238405197852235e-07,illustrative
3 imports,Imported inputs (N78),ME,5.520712564471004e-09,illustrative
3 imports,Imported inputs (N78),MK,1.656213769341301e-08,illustrative
3 imports,Imported inputs (N78),MT,4.416570051576803e-07,illustrative
3 imports,Imported inputs (N78),NL,1.0931010877652587e-06,illustrative
3 imports,Imported inputs (N78),NO,2.0426636488542713e-07,illustrative
3 imports,Imported inputs (N78),PL,8.667518726219476e-07,illustrative
3 imports,Imported inputs (N78),RS,4.416570051576803e-08,illustrative
3 imports,Imported inputs (N78),RU,9.219589982666577e-07,illustrative
3 imports,Imported inputs (N78),SA,6.624855077365204e-08,illustrative
3 imports,Imported inputs (N78),SE,2.981184784814342e-07,illustrative
3 imports,Imported inputs (N78),SI,2.1530779001436916e-07,illustrative
3 imports,Imported inputs (N78),SK,1.1041425128942008e-08,illustrative
3 imports,Imported inputs (N78),TR,4.814061356218716e-06,illustrative
3 imports,Imported inputs (N78),UK,0.00011978290051132736,illustrative
3 imports,Imported inputs (N78),US,1.3636160034243381e-05,illustrative
3 imports,Imported inputs (N78),ROW_FIGARO,8.970605846008933e-05,illustrative
3 imports,Imported inputs (N78),ZA,1.3249710154730409e-07,illustrative
3 imports,Imported inputs (N80-82),AL,1.4831983152238089e-05,illustrative
3 imports,Imported inputs (N80-82),AT,1.480713895935327e-05,illustrative
3 imports,Imported inputs (N80-82),BE,6.41228618357228e-05,illustrative
3 imports,Imported inputs (N80-82),BG,3.617314484029926e-05,illustrative
3 imports,Imported inputs (N80-82),BR,4.196184178246254e-05,illustrative
3 imports,Imported inputs (N80-82),CA,0.0007044074008633276,illustrative
3 imports,Imported inputs (N80-82),CH,0.00014444413743234884,illustrative
3 imports,Imported inputs (N80-82),CN,0.0002066539964159404,illustrative
3 imports,Imported inputs (N80-82),CZ,3.224776236449756e-05,illustrative
3 imports,Imported inputs (N80-82),DE,0.0002397216171456371,illustrative
3 imports,Imported inputs (N80-82),DK,2.8794419553507447e-05,illustrative
3 imports,Imported inputs (N80-82),EE,1.540339958858897e-05,illustrative
3 imports,Imported inputs (N80-82),EL,5.321626115928641e-05,illustrative
3 imports,Imported inputs (N80-82),ES,2.496841384924503e-05,illustrative
3 imports,Imported inputs (N80-82),FI,9.192351367383742e-07,illustrative
3 imports,Imported inputs (N80-82),FR,0.00029815515881073586,illustrative
3 imports,Imported inputs (N80-82),HR,1.0931444869321206e-06,illustrative
3 imports,Imported inputs (N80-82),HU,1.5055580888201478e-05,illustrative
3 imports,Imported inputs (N80-82),ID,8.206036909856349e-05,illustrative
3 imports,Imported inputs (N80-82),IE,8.588637480282591e-05,illustrative
3 imports,Imported inputs (N80-82),IN,0.0023757011004181157,illustrative
3 imports,Imported inputs (N80-82),IT,9.381167233308379e-05,illustrative
3 imports,Imported inputs (N80-82),JP,0.0003411853008872457,illustrative
3 imports,Imported inputs (N80-82),KR,0.000352936604121766,illustrative
3 imports,Imported inputs (N80-82),LT,0.00016804612067292872,illustrative
3 imports,Imported inputs (N80-82),LU,9.266883946038205e-06,illustrative
3 imports,Imported inputs (N80-82),LV,8.362555325030722e-05,illustrative
3 imports,Imported inputs (N80-82),ME,7.453257865446276e-08,illustrative
3 imports,Imported inputs (N80-82),MK,2.881926374639227e-06,illustrative
3 imports,Imported inputs (N80-82),MT,2.69559492800307e-05,illustrative
3 imports,Imported inputs (N80-82),MX,2.1713824581333485e-05,illustrative
3 imports,Imported inputs (N80-82),NL,0.00019798337309913792,illustrative
3 imports,Imported inputs (N80-82),NO,5.8905581329910404e-05,illustrative
3 imports,Imported inputs (N80-82),PL,4.474439138556248e-05,illustrative
3 imports,Imported inputs (N80-82),PT,2.3005722611344176e-05,illustrative
3 imports,Imported inputs (N80-82),RS,5.7067111056433656e-05,illustrative
3 imports,Imported inputs (N80-82),RU,0.0005554664645188262,illustrative
3 imports,Imported inputs (N80-82),SA,4.496798912152586e-06,illustrative
3 imports,Imported inputs (N80-82),SE,9.117818788729278e-06,illustrative
3 imports,Imported inputs (N80-82),SI,3.254589267911541e-06,illustrative
3 imports,Imported inputs (N80-82),SK,9.068130402959635e-06,illustrative
3 imports,Imported inputs (N80-82),TR,0.00014434476066080954,illustrative
